1100|eleven o'clock|The Population Police require your attendance at a meeting at eleven o'clock in the town square. You will be issued a new identity card. No other cards or papers will be valid after these cards are issued, Luke said in a rush.
1100|eleven|Shanghai’s clocks were set an hour ahead so the city could "save daylight", but the Bai family said: “We go by the old clock.” Ten o’clock to them was eleven to everyone else. Their singing was behind the beat; they couldn’t keep up with the huqin [Chinese string instrument] producing bleak and desolate sounds of life.
1100|11 o’clock|A scarlet steam engine was waiting next to a platform packed with people. A sign overhead said Hogwarts Express, 11 o’clock.
1100|eleven|She quit at eleven. Fuck it. She went around the house to the shed, got the spade and shovel, paused, and added a crowbar. She started out of the shed, went back, and took a screwdriver and an adjustable wrench from the toolbox.
1100|11 a.m.|Baba Diop spent the final thirty-six hours of his life at Fleury-Mérogis. At 11 a.m. pm on the second day, he was stabbed in the throat with a sharpened comb while being led under escort to the governor’s office.
1100|eleven o’clock in the morning|An ending, then. November 11, 1991, at eleven o’clock in the morning, the eleventh hour of the eleventh month. It’s a Monday.
1100|eleven o’clock|She sat down facing the empty desk, smiled at it in a way she hoped showed competence and intelligence, then sighed and slumped back and checked her watch. The interview was for eleven o’clock. It was 10:55.
1100|eleven o’clock in the morning|It was about eleven o’clock in the morning, mid October, with the sun not shining and a look of hard wet rain in the clearness of the foothills. I was wearing my powder-blue suit, with dark blue shirt, tie and display handkerchief, black brogues, black wool socks with dark blue clocks on them. I was neat, clean, shaved and sober, and I didn’t care who knew it. I was everything the well-dressed private detective ought to be. I was calling on four million dollars.
1100|eleven o’clock|She discovered the necessary servants by breakfasting in bed one morning (still at the hotel), and giving her maid a holiday on condition that the girl “would begin enjoying herself by fetching Miss Clack.” I found her placidly fanning herself in her dressing-gown at eleven o’clock.
1100|11:00|Sue had only a driver’s permit, but she took the keys to her mother’s car from the pegboard beside the refrigerator and ran to the garage. The kitchen clock read exactly 11:00.
1100|eleven o’clock|The Delacours arrived the following morning at eleven o’clock. Harry, Ron, Hermione and Ginny were feeling quite resentful towards Fleur’s family by this time, and it was with an ill grace that Ron stumped back upstairs to put on matching socks, and Harry attempted to flatten his hair.
1100|eleven o’clock|It happened the Wednesday morning of my second week, when I was in the library making some Xeroxes for Dr. Roland before my eleven o’clock class.
1100|eleven o’clock|The name of your supposed ghost is Linda Gray, and she was from Florence. That’s over South Carolina way. She and her boyfriend—if that’s what he was; the cops found no trace of him—spent her last night on earth at the Luna Inn, half a mile south of here along the beach. They entered Joyland around eleven o’clock the next day.
1100|eleven o’clock in the morning|“Would you make up the bed for me?” the friend who died of a heart attack had asked his wife. He was a furniture designer. It was eleven o’clock in the morning.
1100|eleven o’clock|At eleven o’clock it was all settled; they were going to run away, to Borneo. F*** the husband! She never loved him anyway. She would never have written the first letter if the husband wasn’t old and passionless.
1100|eleven o’clock|Around eleven o’clock the door was unlocked. I readied myself to reject apologies and go for the jugular. A once stately woman sailed in. Seventy years old, eighty, eighty-five, who knows when they’re that old? A rickety greyhound in a blazer followed his mistress.
