1700|five o'clock|The gloomy five o'clock sky was such as you might see on any autumn afternoon. The few houses and the clumps of red or yellowish trees were in no way remarkable. Who could imagine that a little farther on in the quiet landscape I should meet and shake by the hand a man who had lived and eaten and drunk in a world forty million miles distant from London, who had seen this earth from where it looks like a mere point of green fire, and who had spoken with a creature whose life began before our own planet was inhabitable?
1700|five o’clock|“I believe it is customary in good society to take some slight refreshment at five o’clock.”
1700|5 o’clock|“Shall I see you again before my departure?” asked Albert.<br/>“That will be according to the circumstances; when do you set off?”<br/>“Tomorrow evening, at 5 o’clock.”
1700|five|“And what of Irene Adler?” I asked.<br>“Oh, she has turned all the men’s heads down in that part. She is the daintiest thing under a bonnet on this planet. So say the Serpentine-mews, to a man. She lives quietly, sings at concerts, drives out at five every day, and returns at seven sharp for dinner.”
1700|five|Mark was reluctant to go to work, but I said not to worry, I’d be fine. I’d have to be fine eventually and I might as well start now. He said he’d skip out directly after school, get someone else to cover Homework Club; he’d by home by five. It was my day off, which struck me as a bit of a waste, but at least I didn’t have to call Sinead and explain why I wasn’t coming in.
1700|5 p.m.|That evening found him sitting at the mouth of a large storm drain on the slope beneath the Cape Fear Memorial Bridge. He had a room, but there was the small matter of stacked-up back rent, which he had absolutely promised to pay as of 5 p.m. yesterday. Nor was that all. If he returned to his room, he might be invited to visit a certain fortresslike municipal building on Bess Street, to answer certain questions about a certain bar altercation. On the whole, it seemed safer to stay away.
1700|five|My shadow would walk with my on the sand, at least twenty feet long. Hopeful gulls, smelling the croissants in their waxed paper, would circle overhead. And when I walked back, usually around five (although sometimes I stayed later—there was nothing waiting for me in Heaven’s Bay, a town that mostly went sleepybye when summer was over), my shadow walked with me on the water.
1700|five o’clock|Work started as usual on her twentieth birthday, November 17. It had been raining on and off that afternoon, and pouring since early evening.  At five o’clock the manager gathered the employees together to explain the day’s specials. Servers were required to memorize them word for word and not use crib sheets: veal Milanese, pasta topped with sardines and cabbage, chestnut mousse.
1700|five o’clock|“But how did it end?” I interrupt.<br>“That’s just it . . . it didn’t end. I promised to see her Tuesday around five o’clock. That’s bad, you know! There were lines in her face which will look much worse in daylight. I suppose she wants me to f*** her Tuesday.”
1700|five o’clock|With Tania back on the scene, a steady job, the drunken talk about Russia, the walks home at night, and Paris in full summer, life seems to lift its head a little higher. That’s why perhaps, a letter such as Boris sent me seems absolutely cockeyed. Most every day I meet with Tania around five o’clock, to have a Porto with her, as she calls it. I let her take me to places I’ve never seen before, the swell bars around the Champs-Élysées where the sound of jazz and baby voices crooning seems to soak right through the mahogany woodwork.
