2030|8:30 P.M.|The dogs gave up and started to wander by 8:30 P.M. John was numb by then. It was twenty degrees, and he was unsure how much longer he could stay on top of the truck exposed to the wind and cold.
2030|half past eight|In the evening, I roll over alone to an empty bottle of malbec by the bed. A sleek table clock says it’s half past eight. I throw on a tee and cotton shorts and follow the smell of dinner down a winding staircase.
2030|eight-thirty|By eight-thirty, with dusk growing too thick to be much different from night, the five searchers had grown to a dozen.
2030|half past eight|At half past eight Millicent Hammitt barged in, without a preliminary knock, to say goodbye.
2030|eight thirty|Outside, the wind continued to rise. Every now and then it gave a blood-curdling scream around the eaves that made him look up from his book. Around eight thirty, the snow began. It was heavy and wet, quickly coating his window and blocking his view of the mountains. In a way, that was worse. The snow had blocked the windows in the Overlook, too.
2030|eight thirty|At eight thirty, I called and said, “I’ve been thinking I might get a boob job, just take them clean off. What do you think? Could I pull off the flat-chested look?”
2030|Eight-thirty|Eight-thirty the ward door opens and two technicians trot in, smelling like grape wine; technicians always move at a fast walk or a trot because they’re always leaning so far forward they have to move fast to keep standing.
2030|half-past eight|“What nonsense!” thought Vronsky, and glanced at his watch.<br>It was half-past eight already.
2030|half-past eight|Alix took up a piece of needlework and began to stitch. Gerald read a few pages of his book. Then he glanced up at the clock and tossed the book away. "Half-past eight. Time to go down to the cellar and start work."
2030|half-past eight|The bicycles go by in twos and threes - there's a dance on in Billy Brennan's barn tonight, and there's the half-talk code of mysteries and the wink-and-elbow language of delight. Half-past eight and there is not a spot upon a mile of road, no shadow thrown that might turn out a man or woman,
